İlan Numarası,price,location,İlan Güncelleme Tarihi,Kategorisi,Net Metrekare,Oda Sayısı,Bulunduğu Kat,Isıtma Tipi,Krediye Uygunluk,Yapı Tipi,Eşya Durumu,Banyo Sayısı,Balkon Sayısı,WC Sayısı,İlan Oluşturma Tarihi,Türü,Tipi,Brüt Metrekare,Binanın Yaşı,Binanın Kat Sayısı,Kullanım Durumu,Yatırıma Uygunluk,Site İçerisinde,Takas,Balkon Durumu,Balkon Tipi,Fiyat Durumu,Tapu Durumu,İpotek Durumu,Kira Getirisi,Yapı Durumu,Zemin Etüdü,Görüntülü Gezilebilir mi?,Aidat,Banyo Metrekare,Balkon Metrekare,WC Metrekare,Salon Metrekare,Ada,Parsel,Pafta,Balkon Tipi Fransız Balkon
14414439,"3,424,000TL",Antalya - Alanya - Mahmutlar Mahallesi,20 Aralık 2023,Satılık,125 M2,2+1,Çatı Dubleks,Klimalı,Bilinmiyor,,,1,2,,18 Aralık 2023,Konut,Daire,130 M2,0 (Yeni),6,Boş,,Hayır,,Var," Açık Balkon, Açık Teras  ",Genel Fiyat,,,15000 TL,,,,,,,,,,,,
14414343,"2,580,000TL",Antalya - Manavgat - Ilıca Mahallesi,18 Aralık 2023,Satılık,80 M2,2+1,Yüksek Giriş,Sobalı,Krediye Uygun,,Boş,1,,2,18 Aralık 2023,Konut,Daire,90 M2,5-10,3,Mülk Sahibi Oturuyor,,Hayır,Yok,,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
14414337,"3,238,500TL",Antalya - Alanya - Mahmutlar Mahallesi,19 Aralık 2023,Satılık,130 M2,2+1,6.Kat,Klimalı,Bilinmiyor,,,1,,,18 Aralık 2023,Konut,Daire,135 M2,11-15,8,Boş,,Evet,,,,Genel Fiyat,,,,,,,,,,,,,,,
14414317,"6,800,000TL",Antalya - Konyaaltı - Liman Mahallesi,18 Aralık 2023,Satılık,180 M2,3+1,1.Kat,Klimalı,Krediye Uygun,,Eşyalı,2,,,18 Aralık 2023,Konut,Daire,185 M2,16-20,4,Boş,,Hayır,Yok,,,Genel Fiyat,,,,,,Evet,,,,,,,,,
14413790,"6,650,000TL",Antalya - Alanya - Cikcilli Mahallesi,18 Aralık 2023,Satılık,230 M2,4+1,8.Kat,Klimalı,Krediye Uygun,,,3,,,18 Aralık 2023,Konut,Daire,250 M2,11-15,9,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14413716,"3,500,000TL",Antalya - Alanya - Oba Mahallesi,18 Aralık 2023,Satılık,65 M2,1+1,2.Kat,Klimalı,Bilinmiyor,,,1,,,18 Aralık 2023,Konut,Daire,75 M2,5-10,5,Boş,,Evet,,Var,,Genel Fiyat,,,15000 TL,,,,,,,,,,,,
14413504,"3,750,000TL",Antalya - Kepez - Şelale Mahallesi,18 Aralık 2023,Satılık,130 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Boş,1,2,1,18 Aralık 2023,Konut,Daire,150 M2,0 (Yeni),3,Boş,,Hayır,,Var,Açık Balkon,Genel Fiyat,,Yok,,,,,,6 M2,20 M2,3 M2,25 M2,,,,
14413355,"2,700,000TL",Antalya - Manavgat - Sarılar Mahallesi,18 Aralık 2023,Satılık,100 M2,2+1,2.Kat,Sobalı,Krediye Uygun Değil,,Boş,1,,,18 Aralık 2023,Konut,Daire,105 M2,5-10,3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14413344,"3,700,000TL",Antalya - Manavgat - Sarılar Mahallesi,18 Aralık 2023,Satılık,190 M2,5+1,3.Kat,Klimalı,Krediye Uygun,,Boş,2,,,18 Aralık 2023,Konut,Daire,210 M2,0 (Yeni),3,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14413304,"1,600,000TL",Antalya - Alanya - Kestel Mahallesi,18 Aralık 2023,Satılık,43 M2,1+1,2.Kat,Klimalı,Bilinmiyor,,Boş,1,1,,18 Aralık 2023,Konut,Daire,48 M2,21 Ve Üzeri,8,Boş,,Hayır,,Var,,Genel Fiyat,,,10000 TL,,,,1000 TL,,,,,,,,
14413215,"12,000,000TL",Antalya - Aksu - Altıntaş Mahallesi,19 Aralık 2023,Satılık,250 M2,3+1,,Klimalı,Krediye Uygun Değil,,Boş,3,,,18 Aralık 2023,Konut,Villa,280 M2,11-15,2,Mülk Sahibi Oturuyor,Bilinmiyor,Evet,Var,,,Genel Fiyat,Bilinmiyor,,,,,,,,,,,,,,
14413190,"2,000,000TL",Antalya - Alanya - Kestel Mahallesi,18 Aralık 2023,Satılık,75 M2,2+1,4.Kat,Klimalı,Bilinmiyor,,,1,,,18 Aralık 2023,Konut,Daire,80 M2,21 Ve Üzeri,8,Boş,,Hayır,,,,Genel Fiyat,,,15000 TL,,,,1500 TL,,,,,,,,
14413097,"2,300,000TL",Antalya - Alanya - Mahmutlar Mahallesi,18 Aralık 2023,Satılık,80 M2,2+1,3.Kat,Isıtma Yok,Krediye Uygun,,Boş,1,,,18 Aralık 2023,Konut,Daire,95 M2,21 Ve Üzeri,4,Kiracı Oturuyor,Bilinmiyor,Evet,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14412257,"6,000,000TL",Antalya - Aksu - Altıntaş Mahallesi,18 Aralık 2023,Satılık,180 M2,3+1,2.Kat,Klimalı,Krediye Uygun,,Boş,2,,,18 Aralık 2023,Konut,Daire,200 M2,16-20,11,Kiracı Oturuyor,Bilinmiyor,Evet,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14412139,"4,500,000TL",Antalya - Muratpaşa - Şirinyalı Mahallesi,18 Aralık 2023,Satılık,87 M2,2+1,1.Kat,Isıtma Yok,Krediye Uygun,,Boş,2,,,18 Aralık 2023,Konut,Daire,100 M2,16-20,4,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14412120,"2,850,000TL",Antalya - Kepez - Mehmet Akif Ersoy Mahallesi,18 Aralık 2023,Satılık,85 M2,2+1,1.Kat,Isıtma Yok,Krediye Uygun,,Boş,1,,,18 Aralık 2023,Konut,Daire,95 M2,0 (Yeni),2,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14412119,"2,200,000TL",Antalya - Kepez - Güneş Mahallesi,18 Aralık 2023,Satılık,140 M2,3+1,9.Kat,Güneş Enerjisi,Krediye Uygun,,Boş,1,,,18 Aralık 2023,Konut,Daire,150 M2,16-20,11,Kiracı Oturuyor,Bilinmiyor,Evet,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14412118,"2,100,000TL",Antalya - Kepez - Güneş Mahallesi,18 Aralık 2023,Satılık,140 M2,3+1,7.Kat,Güneş Enerjisi,Krediye Uygun,,Boş,2,,,18 Aralık 2023,Konut,Daire,150 M2,16-20,8,Kiracı Oturuyor,Bilinmiyor,Evet,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14411936,"3,850,000TL",Antalya - Manavgat - Sarılar Mahallesi,18 Aralık 2023,Satılık,220 M2,4+1,2.Kat,Isıtma Yok,Krediye Uygun,,Boş,1,,,18 Aralık 2023,Konut,Daire,250 M2,0 (Yeni),2,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14411895,"2,750,000TL",Antalya - Alanya - Oba Mahallesi,18 Aralık 2023,Satılık,55 M2,1+1,2.Kat,Klimalı,Krediye Uygun Değil,,Eşyalı,1,,,17 Aralık 2023,Konut,Daire,60 M2,0 (Yeni),4,Boş,Bilinmiyor,Evet,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14411856,"13,500,000TL",Antalya - Muratpaşa - Güzeloba Mahallesi,18 Aralık 2023,Satılık,200 M2,4+1,,Kombi Doğalgaz,Krediye Uygun,,Boş,2,,,17 Aralık 2023,Konut,Villa,250 M2,4,2,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14411855,"30,000,000TL",Antalya - Döşemealtı - Yeşilbayır Mahallesi,18 Aralık 2023,Satılık,150 M2,4+1,,Kombi Doğalgaz,Krediye Uygun,,Boş,2,,,17 Aralık 2023,Konut,Villa,200 M2,0 (Yeni),1,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14411854,"2,950,000TL",Antalya - Kepez - Ayanoğlu Mahallesi,18 Aralık 2023,Satılık,100 M2,3+1,1.Kat,Isıtma Yok,Krediye Uygun,,Boş,1,,,17 Aralık 2023,Konut,Daire,120 M2,0 (Yeni),4,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14411788,"4,550,000TL",Antalya - Muratpaşa - Güzeloba Mahallesi,17 Aralık 2023,Satılık,110 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Eşyalı,2,,,17 Aralık 2023,Konut,Daire,120 M2,5-10,2,Kiracı Oturuyor,Bilinmiyor,Evet,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14411787,"7,490,000TL",Antalya - Aksu - Altıntaş Mahallesi,17 Aralık 2023,Satılık,120 M2,3+1,,Yerden Isıtma,Krediye Uygun,,Boş,2,,,17 Aralık 2023,Konut,Villa,140 M2,0 (Yeni),2,Boş,Bilinmiyor,Evet,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14411741,"3,500,000TL",Antalya - Döşemealtı - Yeniköy Mahallesi,17 Aralık 2023,Satılık,65 M2,2+1,1.Kat,Klimalı,Bilinmiyor,,,1,,,17 Aralık 2023,Konut,Daire,70 M2,0 (Yeni),3,Boş,,Hayır,,,,Genel Fiyat,,,12000 TL,,,,,,,,,,,,
14411737,"2,650,000TL",Antalya - Konyaaltı - Hurma Mahallesi,17 Aralık 2023,Satılık,55 M2,1+1,2.Kat,Klimalı,Krediye Uygun,,Eşyalı,1,,,17 Aralık 2023,Konut,Daire,60 M2,5-10,4,Kiracı Oturuyor,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14411678,"3,600,000TL",Antalya - Manavgat - Aşağı Hisar Mahallesi,17 Aralık 2023,Satılık,130 M2,3+1,3.Kat,Klimalı,Krediye Uygun,,Boş,1,,,17 Aralık 2023,Konut,Daire,150 M2,21 Ve Üzeri,5,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14410894,"2,850,000TL",Antalya - Kepez - Ahatlı Mahallesi,17 Aralık 2023,Satılık,110 M2,3+1,3.Kat,Klimalı,Krediye Uygun,,Boş,1,,,17 Aralık 2023,Konut,Daire,120 M2,5-10,3,Kiracı Oturuyor,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14410710,"1,900,000TL",Antalya - Kepez - Fatih Mahallesi,20 Aralık 2023,Satılık,65 M2,1+1,Yüksek Giriş,Klimalı,Krediye Uygun,,,1,,,17 Aralık 2023,Konut,Daire,70 M2,11-15,3,Mülk Sahibi Oturuyor,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14410597,"9,250,000TL",Antalya - Muratpaşa - Yeşilbahçe Mahallesi,17 Aralık 2023,Satılık,90 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Boş,1,,,17 Aralık 2023,Konut,Daire,100 M2,0 (Yeni),4,Boş,,Hayır,Var,Var,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14410513,"2,000,000TL",Antalya - Kepez - Habibler Mahallesi,18 Aralık 2023,Satılık,100 M2,2+1,3.Kat,Klimalı,Krediye Uygun,,,1,,,17 Aralık 2023,Konut,Daire,110 M2,5-10,3,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14410355,"14,350,000TL",Antalya - Alanya - Mahmutlar Mahallesi,17 Aralık 2023,Satılık,240 M2,3+1,,Klimalı,Krediye Uygun,,Eşyalı,3,,3,17 Aralık 2023,Konut,Villa,680 M2,5-10,2,Boş,,Hayır,Yok,,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
14410265,"3,750,000TL",Antalya - Serik - Yeni Mahallesi,17 Aralık 2023,Satılık,125 M2,3+1,2.Kat,Kombi Doğalgaz,Bilinmiyor,,Eşyalı,1,,,17 Aralık 2023,Konut,Daire,165 M2,3,5,Boş,,Hayır,,Var,,Genel Fiyat,,,,,,,,,,,,,,,
14410220,"44,000,000TL",Antalya - Alanya - Kargıcak Mahallesi,17 Aralık 2023,Satılık,440 M2,6+1,,Klimalı,Krediye Uygun,,Eşyalı,5,,,17 Aralık 2023,Konut,Villa,673 M2,0 (Yeni),3,Boş,,Hayır,Yok,,,Genel Fiyat,,,,Sıfır,,,,,,,,,,,
14410212,"7,140,000TL",Antalya - Serik - Belek Mahallesi,17 Aralık 2023,Satılık,150 M2,3+1,,Klimalı,Krediye Uygun Değil,,Eşyalı,3,,,17 Aralık 2023,Konut,Villa,185 M2,5-10,3,Boş,,Evet,,Var,,Genel Fiyat,,,,,,,1250 TL,,,,,,,,
14409975,"2,549,999TL",Antalya - Döşemealtı - Yeniköy Mahallesi,17 Aralık 2023,Satılık,85 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,17 Aralık 2023,Konut,Daire,95 M2,0 (Yeni),4,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14409972,"2,999,999TL",Antalya - Kepez - Şafak Mahallesi,17 Aralık 2023,Satılık,90 M2,2+1,Yüksek Giriş,Doğalgaz Sobalı,Krediye Uygun Değil,,Boş,1,,,17 Aralık 2023,Konut,Daire,100 M2,0 (Yeni),5,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Bilinmiyor,,,,,,,,,,,,,,
14409646,"7,500,000TL",Antalya - Konyaaltı - Geyikbayırı Mahallesi,17 Aralık 2023,Satılık,250 M2,3+1,,Sobalı,Krediye Uygun Değil,,,2,,,17 Aralık 2023,Konut,Villa,345 M2,11-15,3,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14409631,"2,600,000TL",Antalya - Kepez - Yeşiltepe Mahallesi,17 Aralık 2023,Satılık,145 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,,Boş,1,,,17 Aralık 2023,Konut,Daire,155 M2,21 Ve Üzeri,4,Kiracı Oturuyor,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,,,,,,,,,,,,,,,
14409599,"5,500,000TL",Antalya - Muratpaşa - Gençlik Mahallesi,17 Aralık 2023,Satılık,90 M2,1+1,5.Kat,Kombi Doğalgaz,Krediye Uygun,,Boş,1,,,17 Aralık 2023,Konut,Daire,100 M2,0 (Yeni),5,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14409581,"1,590,000TL",Antalya - Kepez - Ayanoğlu Mahallesi,17 Aralık 2023,Satılık,55 M2,1+1,1.Kat,Klimalı,Krediye Uygun,,Boş,1,,,17 Aralık 2023,Konut,Daire,60 M2,0 (Yeni),2,Boş,Bilinmiyor,Hayır,Var,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14409510,"3,750,000TL",Antalya - Muratpaşa - Muratpaşa Mahallesi,17 Aralık 2023,Satılık,85 M2,2+1,3.Kat,Klimalı,Krediye Uygun Değil,,Boş,1,,,17 Aralık 2023,Konut,Daire,110 M2,5-10,5,Mülk Sahibi Oturuyor,Bilinmiyor,Hayır,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14409360,"4,500,000TL",Antalya - Alanya - Mahmutlar Mahallesi,19 Aralık 2023,Satılık,90 M2,2+1,1.Kat,Klimalı,Bilinmiyor,,,1,,,17 Aralık 2023,Konut,Daire,100 M2,0 (Yeni),4,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14409329,"2,850,000TL",Antalya - Alanya - Hacet Mahallesi,17 Aralık 2023,Satılık,115 M2,2+1,5.Kat,Klimalı,Bilinmiyor,,,1,,,17 Aralık 2023,Konut,Daire,125 M2,16-20,5,Boş,,Hayır,,,,Genel Fiyat,,,,,,,100 TL,,,,,,,,
14427319,"2,825,000TL",Antalya - Konyaaltı - Hurma Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,Bahçe Katı,Klimalı,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,95 M2,4,4,Boş,Bilinmiyor,Hayır,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14427037,"2,500,000TL",Antalya - Kepez - Erenköy Mahallesi,20 Aralık 2023,Satılık,90 M2,2+1,2.Kat,Yerden Isıtma,Krediye Uygun,,Boş,1,,,20 Aralık 2023,Konut,Daire,105 M2,0 (Yeni),3,Boş,Bilinmiyor,Evet,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14427007,"2,500,000TL",Antalya - Kepez - Erenköy Mahallesi,20 Aralık 2023,Satılık,95 M2,2+1,2.Kat,Yerden Isıtma,Krediye Uygun Değil,,Boş,2,,,20 Aralık 2023,Konut,Daire,120 M2,0 (Yeni),3,Boş,Bilinmiyor,Evet,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14426998,"3,000,000TL",Antalya - Aksu - Altıntaş Mahallesi,20 Aralık 2023,Satılık,75 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Boş,2,,,20 Aralık 2023,Konut,Daire,80 M2,0 (Yeni),7,Boş,Bilinmiyor,Evet,Yok,,,Genel Fiyat,Kat İrtifakı,,,,,,,,,,,,,,
14426987,"12,000,000TL",Antalya - Döşemealtı - Düzlerçamı Mahallesi,20 Aralık 2023,Satılık,250 M2,6+1,,Yerden Isıtma,Krediye Uygun Değil,,Boş,4,,,20 Aralık 2023,Konut,Villa,310 M2,0 (Yeni),3,Boş,Bilinmiyor,Evet,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14426982,"3,200,000TL",Antalya - Aksu - Altıntaş Mahallesi,20 Aralık 2023,Satılık,70 M2,2+1,4.Kat,Kombi Doğalgaz,Krediye Uygun Değil,,Boş,1,,,20 Aralık 2023,Konut,Daire,85 M2,0 (Yeni),7,Boş,Bilinmiyor,Evet,Var,,,Genel Fiyat,,,,,,,,,,,,,,,
14426884,"2,890,000TL",Antalya - Konyaaltı - Liman Mahallesi,20 Aralık 2023,Satılık,85 M2,2+1,Bahçe Katı,Klimalı,Krediye Uygun,Betonarme,Boş,1,,,20 Aralık 2023,Konut,Daire,95 M2,11-15,4,Boş,,Hayır,Yok,Var,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
14426876,"2,500,000TL",Antalya - Kepez - Mehmet Akif Ersoy Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,105 M2,0 (Yeni),4,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14426862,"1,700,000TL",Antalya - Kepez - Habibler Mahallesi,20 Aralık 2023,Satılık,70 M2,1+1,Düz Giriş (Zemin),Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,75 M2,0 (Yeni),3,Boş,,Hayır,,,,Genel Fiyat,Kat Mülkiyeti,,,Sıfır,,Hayır,,,,,,,,,
14426835,"1,700,000TL",Antalya - Kepez - Habibler Mahallesi,20 Aralık 2023,Satılık,70 M2,1+1,Düz Giriş (Zemin),Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,75 M2,0 (Yeni),3,Boş,,Hayır,,,,Genel Fiyat,Kat Mülkiyeti,,,Sıfır,,,,,,,,,,,
14426675,"4,000,000TL",Antalya - Kepez - Habibler Mahallesi,20 Aralık 2023,Satılık,130 M2,3+1,5.Kat,Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,140 M2,2,5,Boş,,Evet,,Var,,Genel Fiyat,Kat Mülkiyeti,,,İkinci El,,Hayır,,,,,,,,,
14426123,"7,500,000TL",Antalya - Alanya - Tosmur Mahallesi,20 Aralık 2023,Satılık,120 M2,2+1,8.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,130 M2,5-10,10,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14426109,"6,000,000TL",Antalya - Muratpaşa - Güzeloba Mahallesi,20 Aralık 2023,Satılık,170 M2,3+1,1.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Boş,1,,,20 Aralık 2023,Konut,Daire,180 M2,11-15,2,Boş,,Evet,Yok,Var,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
14426059,"10,000,000TL",Antalya - Alanya - Oba Mahallesi,20 Aralık 2023,Satılık,125 M2,2+1,2.Kat,Klimalı,Bilinmiyor,,,2,,,20 Aralık 2023,Konut,Daire,130 M2,5-10,5,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14426056,"5,470,000TL",Antalya - Muratpaşa - Soğuksu Mahallesi,20 Aralık 2023,Satılık,150 M2,3+1,3.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Boş,1,,,20 Aralık 2023,Konut,Daire,175 M2,11-15,6,Boş,,Hayır,Yok,Var,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
14426040,"8,700,000TL",Antalya - Alanya - Oba Mahallesi,20 Aralık 2023,Satılık,110 M2,3+1,3.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,120 M2,1,5,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14425999,"7,000,000TL",Antalya - Alanya - Cikcilli Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,5.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,110 M2,5-10,9,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14425988,"1,990,000TL",Antalya - Muratpaşa - Kızılarık Mahallesi,20 Aralık 2023,Satılık,65 M2,2+1,1.Kat,Klimalı,Krediye Uygun,Betonarme,Boş,1,,,20 Aralık 2023,Konut,Daire,75 M2,16-20,3,Kiracı Oturuyor,,Hayır,Yok,Var,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
14425950,"7,500,000TL",Antalya - Alanya - Tosmur Mahallesi,20 Aralık 2023,Satılık,230 M2,3+1,5.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,240 M2,5-10,10,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14425918,"3,750,000TL",Antalya - Konyaaltı - Hurma Mahallesi,20 Aralık 2023,Satılık,95 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,100 M2,5-10,4,Boş,,Hayır,,,,Genel Fiyat,Kat Mülkiyeti,,,İkinci El,,Hayır,,,,,,,,,
14425905,"3,500,000TL",Antalya - Alanya - Tosmur Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,5.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,120 M2,11-15,8,Boş,,Evet,,,,Genel Fiyat,,,,,,,,,,,,,,,
14425903,"4,300,000TL",Antalya - Muratpaşa - Yüksekalan Mahallesi,20 Aralık 2023,Satılık,120 M2,2+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Boş,1,,,20 Aralık 2023,Konut,Daire,130 M2,0 (Yeni),3,Boş,,Hayır,Yok,Var,,Genel Fiyat,,,,Sıfır,,,,,,,,,,,
14425828,"3,300,000TL",Antalya - Muratpaşa - Yüksekalan Mahallesi,20 Aralık 2023,Satılık,95 M2,2+1,Yüksek Giriş,Kombi Doğalgaz,Krediye Uygun,Betonarme,Boş,1,,,20 Aralık 2023,Konut,Daire,105 M2,0 (Yeni),3,Boş,,Hayır,Yok,Var,,Genel Fiyat,,,,Sıfır,,,,,,,,,,,
14425814,"2,650,000TL",Antalya - Muratpaşa - Etiler Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,110 M2,21 Ve Üzeri,5,Boş,,Hayır,Var,,,Genel Fiyat,Kat Mülkiyeti,,,İkinci El,,Hayır,,,,,,,,,
14425762,"9,200,000TL",Antalya - Alanya - Kestel Mahallesi,20 Aralık 2023,Satılık,140 M2,2+1,3.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,145 M2,5-10,5,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14425635,"5,500,000TL",Antalya - Alanya - Avsallar Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,3.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,120 M2,2,8,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14425605,"3,050,000TL",Antalya - Muratpaşa - Kızılarık Mahallesi,20 Aralık 2023,Satılık,118 M2,3+1,2.Kat,Kombi Doğalgaz,Krediye Uygun,Betonarme,Boş,1,,,20 Aralık 2023,Konut,Daire,130 M2,11-15,3,Boş,,Hayır,Yok,Var,,Genel Fiyat,,,,İkinci El,,,,,,,,,,,
14425594,"2,650,000TL",Antalya - Muratpaşa - Etiler Mahallesi,20 Aralık 2023,Satılık,100 M2,2+1,1.Kat,Klimalı,Krediye Uygun,,,1,,,20 Aralık 2023,Konut,Daire,110 M2,21 Ve Üzeri,5,Boş,Yatırıma Uygun,Hayır,,Var,,Genel Fiyat,Kat Mülkiyeti,,,İkinci El,,Hayır,,,,,,,,,
14425564,"7,400,000TL",Antalya - Alanya - Kestel Mahallesi,20 Aralık 2023,Satılık,150 M2,3+1,3.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,155 M2,4,5,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14425552,"2,390,000TL",Antalya - Kepez - Fevzi Çakmak Mahallesi,20 Aralık 2023,Satılık,75 M2,2+1,1.Kat,Klimalı,Krediye Uygun,Betonarme,Boş,1,,,20 Aralık 2023,Konut,Daire,85 M2,0 (Yeni),2,Boş,,Hayır,Yok,Var,,Genel Fiyat,,,,Sıfır,,,,,,,,,,,
14425521,"15,000,000TL",Antalya - Alanya - Kestel Mahallesi,20 Aralık 2023,Satılık,210 M2,4+1,Bahçe Dublex,Klimalı,Bilinmiyor,,,3,,,20 Aralık 2023,Konut,Daire,220 M2,4,5,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14425447,"2,800,000TL",Antalya - Alanya - Oba Mahallesi,20 Aralık 2023,Satılık,55 M2,1+1,2.Kat,Klimalı,Bilinmiyor,,,1,,,20 Aralık 2023,Konut,Daire,60 M2,2,5,Boş,,Hayır,,,,Genel Fiyat,,,,,,,,,,,,,,,
14425357,"3,750,000TL",Antalya - Alanya - Kızlar Pınarı Mahallesi,20 Aralık 2023,Satılık,140 M2,3+1,2.Kat,Klimalı,Krediye Uygun,Çelik,,1,3,2,20 Aralık 2023,Konut,Daire,155 M2,21 Ve Üzeri,5,Kiracı Oturuyor,Yatırıma Uygun,Hayır,,Var,Açık Balkon,Genel Fiyat,Kat Mülkiyeti,,,İkinci El,Yok,Evet,,,,,,,,,
